n_commits,nome,localidade
1,ArnoutEngelen
1,AsifSaifUddin
1,AugustusD'Souza
1,AukeWillemOosterhoff
1,AustenD'Souza
1,AvivCohn
1,AvivC
1,BaijuM
1,BaijuMuthukadan
1,BaptisteFontaine
1,BartBroere
1,BastianHoyer
1,Ben
1,BenDarnell
1,BenHuebscher
1,BenJones
1,BenjaminLiebald
1,BhushanMohanraj
1,BijanVakili
1,BillFienberg
1,BoBayles
1,BogdanAlexandruMarginean
1,BogdanOpanchuk
1,BojanDelić
1,BrandonSandrowicz
1,BrennanVincello
1,BrettGerry
1,BrettJohnson
1,BrianWelch
1,BriehanLombaard
1,BrunoThalmann
1,BryceGuinta
1,BulatBochkariov
1,CalebBron
1,CameronDahl
1,Caratpine
1,CarlosE.Garcia
1,CarlosEduardoRivera
1,CarsonIp
1,CasterWx
1,CatarinaBressan
1,CenkAltı
1,CharlesChan
1,CharlesRoss
1,Charles-AxelDein
1,ChasonChaffin
1,ChenweiXiao
1,ChrisEdgemon
1,ChrisHallacy
1,ChrisLamb
1,ChrisZimmerman
1,ChristophHeer
1,ChristopherBunn
1,ChristopherCurrie
1,ChristopherNguyen
1,ChristopherSorenson
1,ChuanMa
1,Cody
1,CodyScott
1,Constantin
1,CoolCat467
1,CorbinSimpson
1,CoryLi
1,CraigDennis
1,CsirmazBendegúz
1,CykerWay
1,DaianaMarasquin
1,DailyDreaming
1,DamianSkrzypczak
1,DanCallahan
1,DanMirsky
1,DanSully
1,DanielD.Beck
1,DanielGerber
1,DanielIsaac
1,DanielRichman
1,DanielThul
1,DannySepler
1,Dave
1,DaveChevell
1,DaveMorse
1,David
1,DavidBranner
1,DavidCole
1,DavidHou
1,DavideCeretti
1,DayBarr
1,DeepR.Ode
1,DennisChen
1,DevonMizelle
1,DiegoAlbertoTorresQuintanilla
1,DillonBarnes
1,DoronHorwitz
1,Dosenpfand
1,DougalMatthews
1,DrewVogel
1,EJLee
1,EarlC.RubyIII
1,EbonneCabarrus
1,EbramShehata
1,EdwardZ.Yang
1,Eido95
1,EladMoshe
1,Elahi-cs
1,EliseoOcampos
1,ElliottKing
1,EltonLaw
1,EmilSadek
1,EmilyManders
1,EmlynPrice
1,EricDill
1,EricRadman
1,EricYang
1,Eruvanos
1,EthanRogers
1,EvgenyMozhaev
1,EvgenyPrigorodov
1,FantixKing
1,FelixHummel
1,FernandaGuimarães
1,FilipRistić
1,FilipeFilardi
1,FlorentXicluna
1,FlorianSachs
1,FordHurley
1,FranciscoSouza
1,FrankieLiu
1,FrostMing
1,GaëtanPetit
1,GennadyKovshenin
1,GeoffreyBauduin
1,GeorgeWaters
1,GeraldSenarclensdeGrancy
1,GilesThomas
1,GilmanCallsen
1,GrantWu
1,GregoryPakosz
1,GunWooChoi
1,GuriecCorbel
1,GáborLipták
1,HadleyRich
1,HampusDunström
1,HarryMoreno
1,Hassam
1,Heisenberg
1,HenryChladil
1,HeungsubLee
1,Hopsken
1,HugoMontenegro
1,HyunjunKim
1,IdrisRaja
1,IfiokJr.
1,IgnasiBosch
1,IgorGhisi
1,IgorKasianov
1,IgorMozharovsky
1,ImgBotApp
1,IoanVancea
1,IonuțArțăriși
1,IonuțCiocîrlan
1,IsaacWoodruff
1,IvanSushkov
1,IvanVelichko
1,IvoDanihelka
1,IyraGaura
1,IztokFisterJr
1,JaapBroekhuizen
1,JakeTanis
1,JakubStasiak
1,JamesAddison
1,JamesBrewer
1,JamesWarne
1,JamesMRamm
1,JamieGrove
1,JamiuSalimon
1,JanFerko
1,JasonBrazeal
1,JasonDavies
1,JasonMoon
1,JeenuViswambharan
1,JeffWeber
1,JeffreyD
1,JeremyMayeres
1,Jeroendevr
1,JerryBaker
1,JesseDubay
1,JesseRoberts
1,JesseSeldess
1,JetSun
1,JihyeokSeo
1,JimmyJia
1,JiriKuncar
1,JoeEsposito
1,JoeFriedl
1,JoelPerras
1,JohnBodley
1,JohnHobbs
1,JohnStill
1,JohnZeringue
1,JonBanafato
1,JonParise
1,Josh
1,JoshHolland
1,JoshMichaelKaramuth
1,JoshRowe
1,JoshSoref
1,JoshuaCarp
1,JosiahPhilipsen
1,JoséCarlosGarcía
1,JoséOliveira
1,JoëlCharles
1,JuanLara
1,JulenRuizAizpuru
1,JuniorBáez
1,JustinBull
1,JustinPoehnelt
1,JürgenGmach
1,K900
1,KaiChen
1,KamilKisiel
1,KamilWargula
1,KanakKshetri
1,KarolKuczmarski
1,KarthikeyanSingaravelan
1,KarunaTata
1,KasperPrimdalLauritzen
1,KevinFunk
1,KimBlomqvist
1,KristinFaner
1,KyleP.Johnson
1,KyleStevenson
1,Larivact
1,LarsMoons
1,LathamFell
1,LaurensVanHoutven
1,LeeW
1,LeoTindall
1,LeviRoth
1,LindsayYoung
1,LoganWright
1,LucasWerkmeister
1,LuisPalacios
1,LuitvanDrongelen
1,Makonede
1,MaksimSalau
1,MarcHernandezCabot
1,MarcSchlaich
1,MarcusFredriksson
1,MariaAndreaVignau
1,MarkAmery
1,MarkHildreth
1,MarkShannon
1,MarkSteveSamson
1,MartinPolden
1,MartinThoma
1,MartínGaitán
1,MassimoSantini
1,MatSteininger
1,MathurshanVimalesvaran
1,MattChisholm
1,MattSkone
1,MatthewPreble
1,MatthiasBussonnier
1,MatthiasPaulsen
1,MatthijsvanderVleuten
1,MatějVolf
1,MaximilianHils
1,MellcapZhao
1,Menghan
1,MichaelE.Karpeles
1,MichaelHall
1,MichaelKlich
1,MichaelN.Gagnon
1,MickaëlGuérin
1,MilesRichardson
1,Mindiell
1,MitchelHumpherys
1,MrnOm
1,NadavGeva
1,Natan
1,NatanL
1,NatePrewitt
1,NathanBrown
1,NathanLand
1,NathanMcKinley-Pace
1,NicYoung
1,NicholasZaccardi
1,NickFicano
1,NickJanetakis
1,NickKocharhook
1,NickWalker
1,NickZaccardi
1,Nickatak
1,NicoRevin
1,NicolaIarocci
1,NilsPhilippsen
1,NinaZakharenko
1,NoufalIbrahim
1,Numerlor
1,OleksisFragaMenéndez
1,OlexanderYermakov
1,OliverBestwalter
1,OrangeTux
1,OğuzhanÇelikarslan
1,PHeanEX
1,PabloMarti
1,Parkayun
1,PascalHartig
1,PaulButler
1,PaulSanders
1,PauloPoiati
1,PedroGuilhermeS.Moreira
1,PengfeiXue
1,PerMortensen
1,PeteBeardmore
1,PeterGKritikos
1,PeterLandoll
1,PeterManser
1,PhilJones,en
1,PhilipHouse
1,PhilippRohde
1,PhilippeOmbredanne
1,PingHu
1,PrakashPandey
1,PrayagVerma
1,QingpengLi
1,QuentinRoy
1,RadoslavGerganov
1,RadovanBast
1,RafaelAviles
1,RafaelZimmer
1,RalphBean
1,RamiroGomez
1,RamiroGómez
1,RandallDegges
1,Redian
1,RedianIbra
1,ReeceDunham
1,ReettaVaahtoranta
1,Reisen
1,Reuven
1,RobertPicard
1,RohanTalip
1,Rohansalwan
1,Roman
1,RossLawley
1,RoyCrihfield
1,RunarTrolletKristoffersen
1,RyanMacy
1,RyanNevius
1,RyanThielke
1,RyanSquared
1,RyuichiWatanabe
1,RémyRoy
1,SamAnderson
1,SangMinPark
1,SarthakVineetKumar
1,Sateesh
1,SaturnR
1,SaulUrias
1,ScottCrosby
1,SeanCronin
1,SeanReifschneider
1,SebastianHöffner
1,SebastianJakubiak
1,SebastianKalinowski
1,SergeS.Koval
1,Sergei
1,Sergey
1,SergioDíazSánchez
1,SethRutner
1,ShakibHossain
1,ShalabhAggarwal
1,ShanavasM
1,ShandyBrown
1,SharoonThomas
1,ShawnMcElroy
1,ShuhratDehkanov
1,SobolevNikita
1,Spittie
1,Static
1,StefanWójcik
1,StefaneFermigier
1,StefanoCosta
1,SteffenPrince
1,StephonHarris
1,SteveLeonard
1,SteveRomanow
1,StevenLoria
1,StevenOsborn
1,StéphaneRaimbault
1,StéphaneWirtel
1,SudheerSatyanarayana
1,SundarRaman
1,SurajChafle
1,SurajPatil
1,SvenSlootweg
1,SviatoslavSydorenko(СвятославСидоренко)
1,SwanHtetAung
1,TehBrian
1,ThiagoJ.Barbalho
1,ThiagodeArruda
1,ThibaudMorel
1,ThomasRhines
1,ThomasSanjurjo
1,ThomasSchranz
1,TiagoCoutinho
1,TiesJanHefting
1,TimHoagland
1,TimothyJohnPerishoEccleston
1,TobiasBieniek
1,TobiasSette
1,TomBusby
1,Tom-McDonald
1,TomaszKalkosiński
1,TonyDeLaNuez
1,TonyHuang
1,ToolMoney
1,TreyLong
1,TrungLy
1,TusharSadhwani
1,UstunOzgur
1,VadimPestovnikov
1,VietHungNguyen
1,VincentDriessen
1,VladimirKroz
1,WayneYe
1,WillBowlin
1,WilliamHorton
1,Wing
1,WolframAlph
1,Wxcafé(ClémentHertling)
1,Xephyr826
1,YangYang
1,YaoLong
1,YoavRam
1,ZacharyWrightHeller
1,ZakJohnson
1,ZebPalmer
1,ahmedakef
1,alatar-
1,aligoren
1,asilversempirical
1,asmith26
1,atupal
1,augustusdsouza
1,avborhanian
1,bagratte
1,bearnun
1,bev-a-tron
1,black
1,bool-dev
1,boreq
1,bre-17387639
1,brettlangdon
1,brunoais
1,cclauss
1,cgar
1,cktan98
1,consigliere
1,cslecrone
1,d1ffuz0r
1,d3spis3d
1,dataforger
1,dayiguizhen
1,dcfix
1,dmackinnon
1,domandinho
1,doobeh
1,dzcode
1,emisargent
1,enkore
1,erfanio
1,esaurito
1,ezramorris
1,flowerhack
1,fmw
1,fphonor
1,frostming
1,georgschoelly
1,girst
1,gokcegrbl
1,grahamlutz
1,gunbei
1,gutianci
1,hallazzang
1,hauntsaninja
1,hharutyunyan
1,hidavy
1,hugovk
1,huimingz
1,iammookli
1,icreatedanaccount
1,iomintz
1,jangjunha
1,jaydarius
1,jordanbonser
1,jordivandooren
1,jtsoi
1,ka7
1,kangetsu121
1,karintou8710
1,kaushikkothiya
1,kaveh
1,kekumu
1,kevinanew
1,kotvkvante
1,kracekumar
1,kurtatter
1,kylepollina
1,lambdadi
1,lettow-humain
1,linchiwei123
1,lizard
1,lobeck
1,makdon
1,martinamca
1,miquelvir
1,mjfroehlich
1,mohammadm.moniri
1,moraes
1,moyosore
1,msiyaj
1,na2shell
1,nabbisen
1,nathanbegbie
1,nick2202
1,ning.xie
1,nivm
1,octopoulpe
1,oleksis
1,oliversong
1,olliemath
1,otherJL0
1,owgreen
1,pavithra
1,pinchsp
1,pkuphy
1,raimu
1,rayanth
1,raymond-devries
1,rocambolesque
1,root-11
1,rsyring
1,sanderl-mediamonks
1,sblondon
1,schneems
1,shidenggui
1,skeuomorf
1,soulseekah
1,streety
1,talam
1,tautv
1,tay-k
1,teichopsia-
1,trirpi
1,uedvt359
1,ultimecia7
1,vdanain
1,vojtekb
1,vorelq
1,waffle-stomper
1,wangbing
1,whiteUnicorn
1,wldtyp
1,wodim
1,yingshaoxo
1,yk396
1,zcchen
1,zhuangzhuang
1,ÉloiRivard
1,小明
