n_commits,nome,localidade
2144,github-actions
1705,SebastiánRamírez,Germany
131,NilsLindemann,Germany
102,dependabot[bot]
50,Alejandra
49,jaystone776
28,RafaeldeOliveiraMarques,brasil
28,pre-commit-ci[bot]
26,github-actions[bot]
25,XieWei
23,HasanSezerTaşan
23,MarceloTrylesinski
23,SwftAlpc
22,T.Tokusumi
18,Valentyn
16,AleksandrAndrukhov
15,dmontagu
14,YungYuehChanLee
14,ZhonghengCheng
13,QuentinTakeda
13,VladislavKramorenko
13,euri10
12,JoãoPedroPereiraHolanda
11,CamilaGutierrez
11,SamCourtemanche
11,ZhaohanDong
11,marcelomarkus,Netherlands
10,KaniKim
10,alv2017
9,BaldeepSinghHanda
9,Mohammed
9,xzmeng
8,FabioSerrao,brasil
8,Ruidy
8,SofieVanLandeghem,Belgium
8,VISHNUVS
8,pablocm83
7,Alexandr
7,EstebanMaya
7,Ikkyu
7,PhươngTấnThành
6,Alissa
6,BrunoArturTorresLopesPereira
6,LucasBalieiro
6,NinaHwang
6,史雲昔(VincySHI)
5,KrishnaMadhavan
5,MárioVictorRibeiroSilva
5,Rostyslav
5,SamuelColvin
5,Spike
5,WilliamHayes
5,YusukeTamura,japan
5,atsumi
5,hy.lee
4,AdrianGarciaBadaracco,USA
4,AlexWendland
4,IrfanuddinShafiAhmed
4,IzabelaGuerreiro,Brasil
4,JamesKaplan
4,JuanFunez,Germany
4,LKY
4,Lucas
4,PhilipOkiokio
4,Rishat-F
4,ShahriyarRzayev
4,TakiKomiyama
4,bilalalpaslan
4,hitrust
4,ivan-abc
4,k94-ishi
3,AhsanSheraz
3,Andrew
3,AndyChallis
3,Axel
3,BenBeasley
3,BrianMboya
3,Chol_rang
3,FernandoAlzueta
3,GerrySabar
3,HamidRasti
3,HasnatSajid
3,JulianMaurin
3,LucasMendes
3,LuccasMateus
3,LuisRodrigues
3,MarcosMonteiro
3,MaxScheijen
3,MaxSu
3,MicaelJarniac
3,MohamedSalman
3,NayeonKim
3,NguyễnKhắcThành
3,Nik
3,NimaMashhadiM.Reza
3,NimithaJ
3,NomadMonad
3,OkekeChukwuemekaChristian
3,P-E.Brian
3,PatrickMcKenna
3,PedroAugustodePaulaBarbosa
3,RupsiKaushik
3,Shucai.wang
3,SpikeHoYeolLee
3,TaneliHukkinen
3,TeofiloZosa
3,ThomasGrainger
3,YuriiKarabas
3,ZoltanPapp
3,Zssaer
3,gitworkflows
3,ilacftemp
3,kim-sangah
3,maoyibo
3,mojtaba
3,nahyunkeem
3,namjimin_43
3,prostomarkeloff
3,s111d
3,timothy
3,史云昔(VincySHI)
3,吴定焕
3,雨过初晴
3,김명기
2,11kkw
2,ASpathfinder
2,AdrienCacciaguerra
2,AliakseiUrbanski
2,Alper
2,AndersonRocha
2,ArtemGolicyn
2,ArtemKhymenko
2,AviramHassan
2,AyushSinghal1794
2,Ben
2,BillZhong
2,Blueswen
2,CedricFraboulet
2,ChenRotemLevy
2,CássioBotaro,Brasil
2,DanielKusy
2,DavidMontague
2,DavideFiocco
2,DoHyunKim
2,Dustyposa
2,EmirhanSoytaş
2,FabianFalon
2,FrançoisVoron
